street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
"Barcelona, Spain",Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37247,2.16651,False
"HK, Hong Kong Island, Hong Kong",Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.28275,114.18591,False
"Coogee, NSW, Australia",Coogee,Randwick,Sydney,Australia,AU,Point,-33.92619,151.25062,False
"Turrella, NSW, Australia",Turrella,Rockdale,Sydney,Australia,AU,Point,-33.93171,151.13956,False
"New York, NY, United States",Manhattan,Washington Heights,New York,United States,US,Point,40.85425,-73.93585,False
"Bronx, NY, United States",Bedford Park,Fordham,New York,United States,US,Point,40.86914,-73.8951,True
"Kapaa, HI, United States",Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.0625,-159.31981,True
"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,Point,41.17025,-8.61834,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53031,-73.591,True
"New York, NY, United States",Chelsea,Chelsea,New York,United States,US,Point,40.74383,-74.0034,True
"Beyoğlu, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,Point,41.02628,28.9694,False
"Kahuku, HI, United States",Ko'olauloa,Koolauloa,Oahu,United States,US,Point,21.69889,-157.99358,True
"Hurstville, NSW, Australia",Hurstville,City Of Kogarah,Sydney,Australia,AU,Point,-33.97051,151.10714,False
"Avalon Beach, NSW, Australia",Avalon,Pittwater,Sydney,Australia,AU,Point,-33.62716,151.31776,True
"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00937,28.97577,False
"Bondi Junction, NSW, Australia",Bondi Junction,Waverley,Sydney,Australia,AU,Point,-33.89164,151.25213,True
"Wentworth Point, NSW, Australia",Rhodes,Auburn,Sydney,Australia,AU,Point,-33.82516,151.07851,True
"Hong Kong, Hong Kong Island, Hong Kong",Fortress Hill,Eastern,Hong Kong,Hong Kong,HK,Point,22.2893,114.19518,False
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.69263,-156.43391,True
"Bondi Junction, NSW, Australia",Bondi Junction,Waverley,Sydney,Australia,AU,Point,-33.89424,151.25654,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.68493,-73.94403,True
"Barcelona, Catalunya, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,Point,41.39602,2.17944,True
"Sydney Olympic Park, NSW, Australia",Homebush,Auburn,Sydney,Australia,AU,Point,-33.84753,151.07253,False
"New York, NY, United States",Manhattan,Harlem,New York,United States,US,Point,40.82098,-73.94214,False
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.70628,-73.94541,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.16058,-8.6056,False
"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,Point,-33.79024,151.2868,True
"Taksim, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03661,28.97665,True
"Honolulu, HI, United States",Diamond Head/Kapahulu/St. Louis Heights,Primary Urban Center,Oahu,United States,US,Point,21.28486,-157.81679,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.1545,-8.60315,True
"Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28699,114.14013,True
"New York, NY, United States",West Village,West Village,New York,United States,US,Point,40.73282,-74.00095,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Gávea,Gávea,Rio De Janeiro,Brazil,BR,Point,-22.97875630104889,-43.236255768461426,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52932,-73.57922,True
"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,20.8751,-156.67428,True
"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39598,2.16991,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14946,-8.60696,False
"Captain Cook, HI, United States",Kailua/Kona,South Kona,The Big Island,United States,US,Point,19.441,-155.88717,True
"Bronx NY , NY, United States",The Bronx,Concourse,New York,United States,US,Point,40.82415,-73.92778,False
"Barcelona, Catalunya, Spain",Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37333,2.17377,False
"New York, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.71459,-73.96171,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.985936611499543,-43.19525670637708,False
"深圳市, 广东省, China",,North,Hong Kong,China,CN,Point,22.53832,114.1237,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.97885504951214,-43.18995048713185,True
"Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,Point,40.73292,-73.95987,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28746,114.15042,True
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.71258,-73.95976,True
"New York, NY, United States",Manhattan,West Village,New York,United States,US,Point,40.7338,-74.00328,True
"Sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,Point,-33.86413,151.20686,True
"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,Point,21.28164,-157.82797,True
"Hong Kong, New Territories, Hong Kong",,Sai Kung,Hong Kong,Hong Kong,HK,Point,22.29456,114.27299,True
"Montréal, Québec, Canada",Old Port,Ville-Marie,Montreal,Canada,CA,Point,45.50213,-73.55811,True
"Hong Kong, Hong Kong Island, Hong Kong",Mid-Levels,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28138,114.15171,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,Point,-22.929580623026727,-43.17530478765498,False
"Wan Chai, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.279,114.17171,False
"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,Point,45.55405,-73.61762,True
"Barcelona, Catalunya, Spain",Sants-Montjuïc,Sants,Barcelona,Spain,ES,Point,41.37437,2.13318,True
"尖沙咀, 佐敦, 油麻地, 柯士甸, 九龍, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30716,114.16634,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15279,-8.60892,False
"元朗, 新界, Hong Kong",,Yuen Long,Hong Kong,Hong Kong,HK,Point,22.4435,114.03646,False
"Barcelona, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,41.38277,2.17632,False
"Barcelona, Catalunya, Spain",L'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.38712,2.14478,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.68471,-73.95325,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49135,-73.57634,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.5188,-73.58047,True
"New York, NY, United States",Manhattan,East Village,New York,United States,US,Point,40.7235,-73.97963,True
"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39012,2.16365,True
"KOLOA, KAUAI, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.87576,-159.45774,False
"Barcelona, Barcelona, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40151,2.1734,False
"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.58194,-154.97853,True
"Bondi, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,Point,-33.8927,151.26191,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.975842815321734,-43.190867685144376,False
"New York, NY, United States",Manhattan,West Village,New York,United States,US,Point,40.73089,-74.00302,True
"İstanbul, TR, ist, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03254,28.98571,False
"Redfern, NSW, Australia",Alexandria,Sydney,Sydney,Australia,AU,Point,-33.89753,151.19855,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14931,-8.61142,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28652,114.14149,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.967063649280618,-43.39128811764257,True
"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,Point,40.77547,-73.98154,True
"Montréal, QC, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.5447,-73.54141,False
"New York, NY, United States",Harlem,Harlem,New York,United States,US,Point,40.81488,-73.94221,True
"Barcelona, Catalunya, Spain",El Poblenou,el Poblenou,Barcelona,Spain,ES,Point,41.3978,2.2045,True
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.16029,-8.59236,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14777,-8.61326,True
"Sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,Point,-33.86836,151.20372,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28815,114.14881,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,-22.917714827319703,-43.18596306657469,True
"Montréal, QC, Canada",Mile End,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.53345,-73.61238,False
"Cronulla, NSW, Australia",Cronulla,Sutherland Shire,Sydney,Australia,AU,Point,-34.04533,151.15522,False
"New York, NY, United States",Manhattan,Greenwich Village,New York,United States,US,Point,40.72866,-74.00095,True
"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54964,-73.5972,True
"Sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,Point,-33.87528,151.20524,True
"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.048,29.00551,False
"Paia, HI, United States",Paia,Paia-Haiku,Maui,United States,US,Point,20.91356,-156.37856,True
"Chippendale, NSW, Australia",Chippendale,Sydney,Sydney,Australia,AU,Point,-33.88645,151.20045,False
"Queens, NY, United States",Queens,Ridgewood,New York,United States,US,Point,40.70538,-73.91322,True
"Birchgrove, NSW, Australia",Balmain/Birchgrove,Leichhardt,Sydney,Australia,AU,Point,-33.85557,151.18048,True
"Arcozelo, Vila Nova de Gaia, Porto, Portugal",,Arcozelo,Porto,Portugal,PT,Point,41.04185,-8.6467,False
"Montréal, Québec, Canada",Downtown Montreal,Westmount,Montreal,Canada,CA,Point,45.48879,-73.58387,True
"São Félix da Marinha, Porto, Portugal",,São Félix da Marinha,Porto,Portugal,PT,Point,41.02619,-8.634,False
"Sydney Olympic Park, NSW, Australia",Rhodes,Auburn,Sydney,Australia,AU,Point,-33.82625,151.07919,False
"Hong Kong, Hong Kong Island, Hong Kong",Eastern District,Eastern,Hong Kong,Hong Kong,HK,Point,22.29117,114.20205,True
"Wanchai, Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27557,114.17391,False
"Montréal-Ouest, Québec, Canada",Montréal-Ouest,Montréal-Ouest,Montreal,Canada,CA,Point,45.45558,-73.65647,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.973252153929337,-43.18578145837536,True
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.71084,-73.94861,True
"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,Point,-33.79748,151.28481,True
"Porto, Porto, Portugal",,Ramalde,Porto,Portugal,PT,Point,41.16769,-8.63539,True
"Saint Peters, NSW, Australia",St Peters,Marrickville,Sydney,Australia,AU,Point,-33.91258,151.17758,True
"Ewa Beach, HI, United States",Oʻahu,Ewa,Oahu,United States,US,Point,21.31488,-158.01538,True
"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.976176504117603,-43.19098126398924,True
"Istanbul, Cumhuriyet mahalesi, Turkey",,Buyukcekmece,Istanbul,Turkey,TR,Point,41.01867,28.60004,False
"Barcelona, Catalunya, Spain",Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,Point,41.40323,2.16932,True
"Sans Souci, NSW, Australia",Sans Souci,City Of Kogarah,Sydney,Australia,AU,Point,-33.99202,151.13183,False
"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Anjou,Montreal,Canada,CA,Point,45.59306,-73.55593,True
"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,Point,-33.89609,151.21552,True
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28676,-157.84062,True
"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,Point,-33.90579,151.23572,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.3062,114.1696,True
"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.42714,-155.2315,False
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28531,114.14154,True
"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,20.99009,-156.66475,False
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.0619,28.98598,False
"Porto, Porto District, Portugal",,Campanhã,Porto,Portugal,PT,Point,41.15543,-8.58926,True
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.15461,-8.59873,True
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.88863,151.27104,False
"Barcelona , Barcelona, Spain",Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Barcelona,Spain,ES,Point,41.39578,2.14992,True
"Lahaina, HI, United States",Kaanapali,Lahaina,Maui,United States,US,Point,20.93499,-156.69191,True
"Princville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.22382,-159.49025,False
"New York, NY, United States",Manhattan,Chelsea,New York,United States,US,Point,40.74512,-73.99179,True
"Beyoğlu, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,Point,41.02618,28.97227,False
"KOLOA, KAUAI, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.87561,-159.45807,False
"Brooklyn, NY, United States",Brooklyn,Sunset Park,New York,United States,US,Point,40.66477,-73.99516,False
"Bondi Beach, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,Point,-33.88521,151.27372,True
"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27669,114.17789,True
"Barcelona, Catalunya, Spain",el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,Point,41.3926,2.1801,True
"New York, NY, United States",Midtown,Midtown,New York,United States,US,Point,40.75263,-73.98128,True
"North Bondi, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,Point,-33.8906,151.28557,True
"Barcelona, Catalunya, Spain",Sant Martí,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,Point,41.39423,2.1918,True
"Tseung Kwan o, New Territories, Hong Kong",,Sai Kung,Hong Kong,Hong Kong,HK,Point,22.29665,114.27374,False
"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,Point,-33.88413,151.21187,True
"Rio De Janeiro, Rj, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984243488941594,-43.22343545489181,True
"Hong Kong Island, New Territories, Hong Kong",Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28824,114.14695,False
"Istanbul, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03037,28.97487,False
"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,20.94855,-156.68821,False
"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.57756,-73.54099,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.51421,-73.55421,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27904,-157.82323,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52563,-73.57912,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Grajaú,Grajaú,Rio De Janeiro,Brazil,BR,Point,-22.92651347983792,-43.25762887864307,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Andaraí,Andaraí,Rio De Janeiro,Brazil,BR,Point,-22.92780402745229,-43.244500352433974,False
"Brooklyn, NY, United States",Brooklyn,Flatbush,New York,United States,US,Point,40.65221,-73.95848,True
"Paddington, NSW, Australia",Paddington,Sydney,Sydney,Australia,AU,Point,-33.88789,151.23079,True
"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,Point,-33.79971,151.29014,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.962354805257558,-43.17431210427382,True
"Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,Point,40.72556,-73.94368,True
"New York, NY, United States",Lower East Side,Lower East Side,New York,United States,US,Point,40.7189,-73.99177,True
"Rio de Janeiro, RJ, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.965127230450914,-43.177387273692474,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,-22.92034085089729,-43.186237638042314,False
"Istanbul, Istanbul Province, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03801,28.98113,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.92230068103729,-43.21846371641134,False
"Adalar, İstanbul, Turkey",,Adalar,Istanbul,Turkey,TR,Point,40.87374,29.13014,True
"Birchgrove, NSW, Australia",Balmain/Birchgrove,Leichhardt,Sydney,Australia,AU,Point,-33.85209,151.17802,True
"Saint Ives, NSW, Australia",,Ku-Ring-Gai,Sydney,Australia,AU,Point,-33.75039,151.17179,True
"Hong Kong Island, New Territories, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28427,114.15234,False
"Montréal, Québec, Canada",Verdun,Verdun,Montreal,Canada,CA,Point,45.46637,-73.56827,True
"Bronte, NSW, Australia",Bronte,Waverley,Sydney,Australia,AU,Point,-33.90539,151.25894,False
"Waianae, HI, United States",Waianae Coast,Waianae,Oahu,United States,US,Point,21.45516,-158.20228,True
"Great Mackerel Beach, NSW, Australia",,Pittwater,Sydney,Australia,AU,Point,-33.59329,151.30139,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.97147838667731,-43.359283615635476,True
"Barcelona, Cataluña, Spain",La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.379,2.15199,False
